iteration,loss,s95_area
0,12539.2,51.1548
1,12408.8,50.8702
2,12333.1,50.7635
3,12325.7,50.7635
4,12335.5,50.7635
5,12315.6,50.7635
6,12285.4,50.7635
7,12277.2,50.7635
8,12284.2,50.7635
9,12298.4,50.7635
10,12285.9,50.6212
11,12274.4,50.6212
12,12278.4,50.6212
13,12264,50.6212
14,12273.5,50.6212
15,12274.3,50.6212
16,12263.4,50.6212
17,12266.1,50.6212
18,12276,50.6212
19,12287,50.6212
20,12287.6,50.6701
21,12287.6,50.6701
22,12291.8,50.6701
23,12301.8,50.6701
24,12305.9,50.6701
25,12302.6,50.6701
26,12287.9,50.6701
27,12281.1,50.6701
28,12269.9,50.6701
29,12281.8,50.6701
30,12289.2,50.5545
31,12278.9,50.5545
32,12267.6,50.5545
33,12273.4,50.5545
34,12264,50.5545
35,12274.1,50.5545
36,12279.6,50.5545
37,12273.6,50.5545
38,12271.6,50.5545
39,12272.3,50.5545
40,12284.9,50.5412
41,12288.3,50.5412
42,12254,50.5412
43,12250.5,50.5412
44,12256,50.5412
45,12258.7,50.5412
46,12252.8,50.5412
47,12251.9,50.5412
48,12250,50.5412
49,12248,50.5412
50,12243.5,50.4967
51,12236.8,50.4967
52,12236.8,50.4967
53,12247.6,50.4967
54,12247,50.4967
55,12249.6,50.4967
56,12231.4,50.4967
57,12229.8,50.4967
58,12234.8,50.4967
59,12235.6,50.4967
60,12248.2,50.4834
61,12243.6,50.4834
62,12246.9,50.4834
63,12242,50.4834
64,12245.9,50.4834
65,12237.5,50.4834
66,12243.7,50.4834
67,12232.8,50.4834
68,12235.5,50.4834
69,12228.4,50.4834
70,12210.2,50.4478
71,12224.4,50.4478
72,12229.2,50.4478
73,12235.2,50.4478
74,12224.3,50.4478
75,12207.1,50.4478
76,12205.1,50.4478
77,12215,50.4478
78,12204.2,50.4478
79,12207.9,50.4478
80,12202.1,50.4345
81,12205,50.4345
82,12212.8,50.4345
83,12221.4,50.4345
84,12218.3,50.4345
85,12218.2,50.4345
86,12224.4,50.4345
87,12223.3,50.4345
88,12212.9,50.4345
89,12223.7,50.4345
90,12221.3,50.4167
91,12220.3,50.4167
92,12216.7,50.4167
93,12208.9,50.4167
94,12219.4,50.4167
95,12218.8,50.4167
96,12220.4,50.4167
97,12228.6,50.4167
98,12220.1,50.4167
99,12216.9,50.4167
